timestamp,,1agents1computer100flashcards,4agents6computers1flashcards,6agents2computers100flashcards,6agents6computers1flashcards,6agents2computers10flashcards,2agents2computers100flashcards,6agents6computers100flashcards,4agents2computers10flashcards,6agents6computers10flashcards,2agents2computers1flashcards,2agents6computers1flashcards,4agents6computers100flashcards,4agents2computers100flashcards,2agents6computers10flashcards,2agents2computers10flashcards,4agents2computers1flashcards,6agents2computers1flashcards,2agents6computers100flashcards,4agents6computers10flashcards,consent,time_elapsed,internal_node_id,view_history,viewing_time,rt,students,computers,flashcards,language,enjoyment,assess,age,gender_cat,gender_text,education,comments,Looked at images of computers and how many vocabulary words were needed
1739560016654,1,,1,6,4,5,1,1,4,3,2,3,1,5,1,2,4,5,1,1,true,155513,0.0-21.0,page_index:0,1644,1645,1,1,100,English,average,y,21,f,,some-college,Looked at the amount of computers there were,
1739560072004,7,,8,3,9,8,2,6,4,8,8,8,7,6,8,5,8,6,7,7,true,378592,0.0-21.0,page_index:0,72813,72814,1,1,100,English ,average,y,34,m,,college,no,
1739559888321,5,,6,7,7,6,5,5,6,7,6,5,6,7,6,5,6,7,5,5,true,275174,0.0-21.0,page_index:0,24394,24395,1,1,100,English,average,y,45,m,,grad,N/A,
1739555709255,10,,9,3,10,10,1,1,4,4,10,10,1,4,2,1,10,10,1,4,true,199246,0.0-21.0,page_index:0,17885,17886,1,1,100,English,average,y,23,f,,college,No.,
1739560074087,7,,7,9,1,9,1,1,3,7,1,1,1,9,1,1,8,9,1,7,true,302890,0.0-21.0,page_index:0,17706,17706,1,1,100,english,average,y,28,f,,grad,good,
1739559864665,7,,4,10,8,,5,6,7,,8,8,8,7,9,9,8,10,7,9,true,222249,0.0-21.0,page_index:0,29344,29344,1,1,100,English,better,y,33,m,,grad,I used Instinctive strategy,
1739560132944,2,,7,1,8,10,1,2,10,9,9,5,3,1,3,5,10,10,1,8,true,390096,0.0-21.0,page_index:0,39586,39586,1,1,100,English,better,y,35,f,,grad,Yes,
1739558442235,1,,9,5,10,4,1,4,5,5,6,9,1,3,2,2,8,10,1,4,true,140487,0.0-21.0,page_index:0,12954,12954,1,1,100,english,better,y,21,f,,some-college,,
1739560208540,9,,1,9,9,9,10,9,9,9,9,9,9,9,9,9,10,9,9,9,true,515080,0.0-21.0,page_index:0,91060,91061,1,1,100,English,better,y,39,m,,college,No,
1739558939264,1,,5,1,1,1,1,1,1,1,5,1,1,1,1,1,6,7,1,1,true,177499,0.0-21.0,page_index:0,17211,17211,1,1,100,Cantonese,average,y,38,f,,college,How I perceive if it was fair on not given resource or number of vocabulary words,
1739560131349,1,,8,1,9,4,1,1,4,1,8,5,1,1,1,1,10,6,1,1,true,473123,0.0-21.0,page_index:0,30924,30924,1,1,100,English,better,y,64,f,,some-college,no.  I thought about finding and using a strategy,
1739559871782,10,,10,,10,9,2,,8,5,10,10,3,8,4,4,10,10,1,7,true,206600,0.0-21.0,page_index:0,17548,17548,1,1,100,English,better,y,46,f,,some-college,If the share of the word was being divided fairly.  If theres only one word and multiple students,
1739560063075,1,,10,1,10,10,1,1,1,9,10,10,1,1,1,2,10,1,1,9,true,369390,0.0-21.0,page_index:0,38590,38591,1,1,100,English,better,y,40,f,,some-college,No,
1739560134741,1,,9,8,8,9,1,1,7,1,6,4,1,7,1,1,9,8,1,3,true,427321,0.0-21.0,page_index:0,63862,63862,1,1,11,English,average,y,54,m,,college,If the number of computers were insufficient or the number of flash cards assigned were few,
1739559992925,3,,10,3,10,8,1,1,10,3,10,10,1,4,2,3,10,10,1,3,true,326497,0.0-21.0,page_index:0,42330,42331,1,1,100,English,average,y,44,f,,grad,If it was under or under vocab words I kind of  assumed that time taken to switch people to a limited number of computers was not worth the timed therefore it was more acceptable for a person not to contribute.  But anytime it was 100 they needed to rotate computer usage so one person was not doing all the work.  ,
1739559875156,7,,10,4,7,5,1,3,2,8,7,6,3,3,2,3,10,8,1,2,true,189996,0.0-21.0,page_index:0,21653,21653,1,1,100,english,worse,y,62,m,,some-college,,
1739559902999,7,,10,8,10,7,1,1,6,8,5,3,1,7,1,1,8,10,1,1,true,227504,0.0-21.0,page_index:0,21211,21212,1,1,10,english,better,y,35,f,,grad,If there were enough computers for all students and lots of flash cards,
1739561525272,1,,10,2,10,5,1,1,1,3,10,10,1,3,1,1,10,10,1,1,true,303518,0.0-21.0,page_index:0,25305,25305,1,1,100,English,average,y,65,f,,grad,No,
1739559912120,5,,3,5,5,3,10,6,3,4,7,8,6,6,6,8,5,6,10,5,true,198080,0.0-21.0,page_index:0,20451,20451,1,1,100,English,better,n,29,f,,college,I messed up and switched the scale i thought not acceptable at all was higher number. sorry,
1739558421337,2,,5,8,4,6,6,7,7,3,5,6,7,7,9,6,2,8,4,5,true,134440,0.0-21.0,page_index:0,11468,11468,1,1,100,English,average,y,32,m,,some-college,No,
1739559958463,10,,10,10,10,10,2,3,10,2,2,10,3,9,7,6,10,10,3,8,true,311787,0.0-21.0,page_index:0,15015,15015,1,1,100,English,better,y,54,f,,some-college,number of words / by number of computers and participants,
1739559737537,1,,8,1,10,2,1,1,1,1,10,10,1,1,1,1,8,1,1,1,true,149641,0.0-21.0,page_index:0,15335,15336,1,1,100,english,average,y,41,m,,college,nope,
1739560507892,8,,10,7,10,8,1,1,8,1,10,10,1,9,1,1,10,10,1,1,true,238672,0.0-21.0,page_index:0,1675,1676,1,1,100,English,average,y,35,f,,grad,i just followed the instructions,
1739555607122,5,,5,5,7,6,8,9,7,5,9,8,6,6,7,7,6,6,7,8,true,78002,0.0-21.0,page_index:0,1927,1933,3,4,10,English ,average,y,21,f,,high,,
1739555997811,10,,10,7,10,9,1,8,5,5,8,1,1,7,1,3,9,10,1,2,true,244291,0.0-21.0,page_index:0,6383,6383,1,1,100,spanish,better,y,20,m,,college,no,
1739559878203,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,true,293319,0.0-21.0,page_index:0,21581,21581,1,1,100,English,worse,y,50,f,,grad,,
1739560013679,1,,8,6,7,7,1,1,8,1,6,6,1,6,1,2,6,10,1,4,true,299986,0.0-21.0,page_index:0,25928,25929,1,1,100,English,average,y,56,f,,some-college,Number of students,
1739554664434,1,,9,5,9,7,1,2,5,4,3,1,2,5,1,1,5,6,1,3,true,453901,0.0-21.0,page_index:0,44590,44590,1,1,100,english,average,y,24,f,,some-college,I looked at how many people were working and how many flashcards were needed to be made. The working people could take turns using the computers,
1739560096554,1,,1,3,1,1,1,1,3,1,10,1,1,1,1,1,10,10,1,1,true,741028,0.0-21.0,page_index:0,95980,95981,1,1,100,English,average,y,35,f,,grad,I considered the number of students,
1739559233754,10,,10,4,10,5,1,2,5,5,10,10,2,2,4,3,10,10,2,5,true,210517,0.0-21.0,page_index:0,21579,21580,1,1,100,English,average,y,23,f,,college,,
1739558343944,1,,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,true,169769,0.0-21.0,page_index:0,26323,26323,1,1,100,English,average,y,32,m,,college,I selected 2 when there were 4 or 6 students,
1739558561750,4,,10,3,10,8,1,2,9,8,10,10,1,4,3,2,10,10,1,2,true,377011,0.0-21.0,page_index:0,46731,46732,1,1,100,English,better,y,43,f,,college,There is simple math involved.,
1739557875195,10,,10,10,10,10,1,1,10,7,10,10,1,10,2,3,10,10,1,4,true,386615,0.0-21.0,page_index:0,197077,197077,1,1,100,english,better,y,37,m,,college,I had to compare resources available and how much task work was needed to be done. Also kept in mind equality amongst the work group. ,
1739560047213,10,,10,7,10,10,2,4,8,8,10,10,3,4,1,3,10,10,2,5,true,795862,0.0-21.0,page_index:0,69884,69886,1,1,100,English,average,y,46,m,,college,Judging by statistics,
1739560126267,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,true,366957,0.0-21.0,page_index:0,40863,40864,1,1,100,English,average,y,40,m,,college,Brainstorming.,
1739559771380,10,,10,4,10,3,1,2,3,3,10,10,2,2,1,2,2,10,1,3,true,250425,0.0-21.0,page_index:0,28080,28080,1,1,100,English,average,y,27,f,,grad,One vocab card = completely acceptable,
1739559064132,1,,1,9,8,9,1,4,4,1,1,1,1,2,1,1,7,10,1,2,true,529039,0.0-21.0,page_index:0,24122,24123,1,1,100,English,better,y,41,f,,college,,
1739559731868,10,,10,10,10,9,1,1,8,4,1,10,1,1,1,1,10,10,1,1,true,152136,0.0-21.0,page_index:0,14191,14192,1,1,100,English,average,y,20,f,,some-college,No,
1739560145825,10,,10,1,10,1,1,1,7,2,1,9,1,4,1,1,8,10,1,3,true,288414,0.0-21.0,page_index:0,18935,18935,1,1,100,English,better,y,30,m,,college,,
1739559331910,9,,10,10,10,9,1,1,9,7,10,10,1,5,1,1,10,10,1,4,true,467634,0.0-21.0,page_index:0,5002,5002,1,1,100,English ,average,y,22,f,,college,I assessed the availability of the computers,
1739558483870,3,,1,3,1,4,1,1,1,1,1,1,1,2,1,1,4,4,1,1,true,179418,0.0-21.0,page_index:0,2014,2014,1,1,100,English,average,y,32,f,,grad,NO,
1739557584802,10,,10,10,10,3,1,1,7,1,10,10,1,5,2,4,10,10,1,3,true,283946,0.0-21.0,page_index:0,23650,23650,3,1,100,english,average,confused,26,f,,grad,The more flashcards and more computers available,
1739562402995,7,,1,10,10,8,1,1,10,8,1,10,1,7,7,5,10,10,1,6,true,216928,0.0-21.0,page_index:0,17753,17753,1,1,100,English,average,y,31,m,,college,,
1739555004299,1,,4,4,5,4,1,1,6,3,5,3,1,4,2,1,7,7,1,2,true,264576,0.0-21.0,page_index:0,23284,23284,1,1,100,English,average,y,30,m,,high,No,
1739558439126,1,,10,1,10,1,1,1,1,1,10,10,1,1,1,1,10,10,1,1,true,122714,0.0-21.0,page_index:0,1375,1376,1,1,100,English,average,y,22,m,,high,Emotions,
