timestamp,carrotcartoon_4_4.png,dishescartoon_6_1.png,dishescartoon_2_1.png,carrotcartoon_6_4.png,dishescartoon_2_8.png,carrotcartoon_4_8.png,dishescartoon_4_4.png,carrotcartoon_6_8.png,dishescartoon_6_8.png,carrotcartoon_2_8.png,dishescartoon_4_1.png,dishescartoon_6_4.png,carrotcartoon_2_4.png,carrotcartoon_4_1.png,dishescartoon_4_8.png,dishescartoon_2_4.png,carrotcartoon_2_1.png,carrotcartoon_6_1.png,consent,trial_type,trial_index,time_elapsed,view_history,viewing_time,rt,agents,plates,language,enjoyment,assess,age,gender_cat,gender_text,education,comments
1738867951150,9,9,9,9,8,9,9,9,7,8,8,9,9,8,9,9,9,9,true,post_survey,21,276856,page_index:0,7336,7336,3,3,English,better,y,33,f,,college,I understood the instructions well
1738868392812,3,,4,,8,8,7,7,6,4,,,8,8,8,6,3,,true,post_survey,21,776733,page_index:0,36612,36614,3,3,English,average,y,64,f,,grad,Yes looking at the workload on ground and work force needed
1738852726784,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,true,post_survey,21,187149,page_index:0,2374,2375,10,4,english,better,y,32,f,,college,nothing
1738856693053,1,1,1,1,10,1,2,3,2,10,1,1,4,1,5,6,1,1,true,post_survey,21,375466,page_index:0,9262,9263,3,3,English,average,y,37,f,,some-college,Just looking to compare number of guests to the amount of work. Those little guys eat a lot of carrots.
1738865904236,6,8,4,5,6,7,6,6,8,7,9,5,7,2,7,6,9,9,true,post_survey,21,315627,page_index:0,21789,21790,3,3,English,average,y,34,f,,college,I tried to look at how much work there was to be done in comparison to people doing the task.
1738868025229,1,1,5,1,10,3,3,2,1,9,1,1,5,2,3,9,2,1,true,post_survey,21,328511,page_index:0,1909,1909,3,3,English,better,y,28,m,,college,I did not use any specific strategies.
1738866488763,10,1,2,1,4,8,10,6,5,5,1,10,5,1,8,6,2,1,true,post_survey,21,895707,page_index:0,25618,25618,3,3,English,average,y,36,m,,grad,More of division.
1738867212128,7,10,10,9,6,8,10,9,10,5,10,10,6,10,7,7,8,10,true,post_survey,21,1629204,page_index:0,42319,42320,3,3,,average,y,24,o,,some-college,
1738856608107,1,1,1,3,8,6,2,2,6,2,1,3,2,1,7,6,2,1,true,post_survey,21,358365,page_index:0,15350,15351,3,3,english,average,confused,59,m,,some-college,no
1738868144557,2,1,2,1,10,3,7,4,5,7,1,1,3,1,4,8,3,1,true,post_survey,21,587495,page_index:0,14400,14400,3,3,English,better,y,53,f,,college,Just thought of how crowded the kitchen would be if everyone was trying to do the same task.  Sometimes less is more.  Great study.  Good luck!!!
1738865756411,6,1,1,1,10,3,3,3,8,8,1,5,7,1,5,3,8,1,true,post_survey,21,230154,page_index:0,3051,3052,3,3,english,average,y,49,m,,college,evaluated the task vs. the number of people available to complete it
1738866071338,10,10,8,10,8,10,10,10,10,10,10,10,10,10,10,10,8,10,true,post_survey,21,548767,page_index:0,1575,1576,3,3,English,better,y,31,f,,college,no
1738857145459,2,1,1,5,9,7,7,6,7,7,1,6,10,1,7,8,1,1,true,post_survey,21,313898,page_index:0,17726,17727,3,3,English,better,y,62,f,,college,Compare percentage of help to percentage of work
1738865808117,7,3,1,2,10,2,5,8,4,9,1,2,9,2,3,8,3,1,true,post_survey,21,284087,page_index:0,15773,15773,3,3,English,average,y,26,f,,college,
1738866336614,4,1,2,2,10,4,9,10,10,10,3,6,9,2,10,10,2,2,true,post_survey,21,761707,page_index:0,35410,35411,3,3,English,better,y,47,f,,college,Yes
1738868061599,6,5,10,7,9,6,6,6,7,10,7,7,10,8,8,10,7,4,true,post_survey,21,460762,page_index:0,16210,16210,3,3,ENGLISH,better,y,19,f,,college,
1738868104915,3,1,1,1,10,10,10,5,10,10,1,1,10,1,10,10,1,1,true,post_survey,21,459577,page_index:0,16359,16360,3,3,English,better,y,65,f,,college,No
1738865637097,7,6,5,6,4,6,5,8,4,4,6,8,6,5,7,5,5,8,true,post_survey,21,105882,page_index:0,1125,1126,3,3,English,average,y,21,f,,college,
1738857482899,1,1,2,9,10,10,1,1,8,1,1,1,8,1,10,10,1,1,true,post_survey,21,701044,page_index:0,8518,8519,3,3,English,better,y,52,f,,grad,Yes. my strategy included counting the plates and the guests.
1738856781773,6,6,8,7,9,9,8,8,7,8,6,7,10,6,9,9,6,3,true,post_survey,21,741482,page_index:0,34250,34251,3,3,English,better,y,20,f,,high,If there was already enough people to do the task then it wouldnt really matter if the red helped or not.
1738866013961,2,2,1,3,10,2,5,3,9,10,1,4,10,1,10,10,8,1,true,post_survey,21,405460,page_index:0,13694,13694,3,3,English,average,y,31,f,,grad,I would look at the number of carrots and dishes and compare them to the number or guests to determine if the red guest would be helpful or not.
1738865801517,3,1,6,1,10,1,7,2,7,10,1,3,3,1,7,10,1,1,true,post_survey,21,305763,page_index:0,8979,8980,3,3,English,worse,y,22,f,,college,I based my answers on the difficulty of the task
1738865906878,10,9,1,7,10,9,10,1,10,10,1,10,10,1,10,10,2,1,true,post_survey,21,336728,page_index:0,13160,13160,3,3,English,average,y,32,m,,college,
1738867968520,7,3,8,4,10,7,7,3,9,8,3,3,10,8,9,10,9,6,true,post_survey,21,439913,page_index:0,7524,7524,3,3,English,average,y,24,m,,some-college,
1738868014885,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,true,post_survey,21,467308,page_index:0,10180,10181,3,3,English,better,y,18,f,,some-college,no
1738866411681,6,3,8,8,10,8,6,7,8,10,6,8,10,2,10,9,10,3,true,post_survey,21,784323,page_index:0,25557,25558,3,3,English,better,y,34,f,,college,Yes. Role allocation.
1738865996361,1,1,8,1,10,2,8,1,1,10,1,1,10,2,8,10,5,1,true,post_survey,21,423794,page_index:0,20282,20284,3,3,English,better,y,27,f,,some-college,
1738866021543,1,1,10,1,10,1,6,1,9,10,1,1,10,1,7,10,6,1,true,post_survey,21,492676,page_index:0,16151,16152,3,3,English,average,y,35,m,,college,I looked at how many carrots and plates were on the table compared to how many guests there were. By saying that the red guest remained at the table
1738868505481,8,8,8,9,10,9,9,9,9,10,8,8,8,9,8,8,8,5,true,post_survey,21,917732,page_index:0,72834,72834,3,3,English,average,y,24,f,,grad,no
1738867864321,4,1,1,1,10,7,3,1,6,10,1,1,10,1,1,9,1,1,true,post_survey,21,296345,page_index:0,9534,9534,3,3,English,average,y,24,m,,college,
